"Product ID","Product Name","Category String",Price,"Calculated Price","Product Not Visible","Product Visible","Allow Purchases","Product Availability","Brand + Name","Page Title","Product URL","Product Images"
9291,"Classy 100% Pure Indian Remy Human Hair Full Lace Wig Keeley","Lace Wigs;Lace Wigs/Human Hair Lace Wigs;Lace Wigs/Full Lace Wigs",389.00,389.00,True,,True,," Classy 100% Pure Indian Remy Human Hair Full Lace Wig Keeley",,/classy-100-pure-indian-remy-human-hair-full-lace-wig-keeley/,"Product Image URL: http://tophairwigs.com/product_images/k/036/keely__11275.jpg"
9292,"Freetress Equal Premium Synthetic Hair Lace Front Wig Solange","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.99,34.99,True,,True,,"Equal  Freetress Equal Premium Synthetic Hair Lace Front Wig Solange",,/freetress-equal-pRemyum-synthetic-hair-lace-front-wig-solange/,"Product Image URL: http://tophairwigs.com/product_images/e/639/WLSOL_Solange__66286.jpg"
9293,"Silhouette 100% Pure Remy Human Hair Full Lace Wig Lace 002","Lace Wigs",299.00,299.00,True,,True,," Silhouette 100% Pure Remy Human Hair Full Lace Wig Lace 002",,/silhouette-100-pure-remy-human-hair-full-lace-wig-lace-002/,"Product Image URL: http://tophairwigs.com/product_images/h/241/Lace002__50114.jpg"
9300,"Zury 100% Remy Human Hair Lace Front Wig HRH-Chanel","Lace Wigs;Lace Wigs/Human Hair Lace Wigs",139.00,139.00,True,,True,,"Zury  Zury 100% Remy Human Hair Lace Front Wig HRH-Chanel",,/zury-100-remy-human-hair-lace-front-wig-hrh-chanel/,"Product Image URL: http://tophairwigs.com/product_images/o/670/hrhchanel__59692.jpg"
9301,"Zury 100% Remy Human Hair Lace Front Wig HRH-Sugar","Lace Wigs",229.00,229.00,True,,True,,"Zury  Zury 100% Remy Human Hair Lace Front Wig HRH-Sugar",,/zury-100-remy-human-hair-lace-front-wig-hrh-sugar/,"Product Image URL: http://tophairwigs.com/product_images/h/952/HRH%20LACE%20WIG%20SUGAR%28s%29__44840.jpg"
9302,"Freetress Equal Synthetic Hair Lace Front Wig Keyshia","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",28.99,28.99,True,,True,,"Equal  Freetress Equal Synthetic Hair Lace Front Wig Keyshia",,/freetress-equal-synthetic-hair-lace-front-wig-keyshia/,"Product Image URL: http://tophairwigs.com/product_images/r/407/WLHIA_KEYSHIA__64176.jpg"
9303,"Harlem Synthetic Hair Lace Front Wig LU110","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",35.00,35.00,True,,True,," Harlem Synthetic Hair Lace Front Wig LU110",,/harlem-synthetic-hair-lace-front-wig-lu110/,"Product Image URL: http://tophairwigs.com/product_images/k/398/LU110__39239.jpg"
9304,"Silhouette Hand Made 100% Pure Remy Human Hair Wig Lace 004","Lace Wigs",299.00,299.00,True,,True,," Silhouette Hand Made 100% Pure Remy Human Hair Wig Lace 004",,/silhouette-hand-made-100-pure-remy-human-hair-wig-lace-004/,"Product Image URL: http://tophairwigs.com/product_images/n/532/Lace004-tile__13293.jpg"
9308,"Freetress Equal Premium Synthetic Hair Lace Front Wig Missy","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",33.50,33.50,,True,True,,"Equal  Freetress Equal Premium Synthetic Hair Lace Front Wig Missy",,/freetress-equal-pRemyum-synthetic-hair-lace-front-wig-missy/,"Product Image URL: http://tophairwigs.com/product_images/d/544/WFMIS_Missy__29351.jpg"
9311,"Janet Collection Premium Synthetic Hair Full Lace Wig Pearl","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",34.00,34.00,True,,True,,"Janet Collection  Janet Collection Premium Synthetic Hair Full Lace Wig Pearl",,/janet-collection-pRemyum-synthetic-hair-full-lace-wig-pearl/,"Product Image URL: http://tophairwigs.com/product_images/z/064/janetPEARL__69333.jpg"
9312,"Janet Collection Premium Synthetic Hair Full Lace Wig Opal","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",34.00,34.00,True,,True,,"Janet Collection  Janet Collection Premium Synthetic Hair Full Lace Wig Opal",,/janet-collection-pRemyum-synthetic-hair-full-lace-wig-opal/,"Product Image URL: http://tophairwigs.com/product_images/h/276/OPAL-wig1__79783.jpg"
9313,"Saga Remy Human Hair Yaky Weave","Weaves/Remy Weaving Hair",59.00,59.00,,True,True,,"Saga  Saga Remy Human Hair Yaky Weave",,/saga-remy-human-hair-yaky-weave/,"Product Image URL: http://tophairwigs.com/product_images/g/654/Saga-YAKY-STRAIGHT-4__85828.jpg"
20454,"[S]Length=10s""",,,,,,,,,,,
20455,"[S]Length=10s""",,,,,,,,,,,
20456,"[S]Length=10s""",,,,,,,,,,,
20457,"[S]Length=10s""",,,,,,,,,,,
20458,"[S]Length=10s""",,,,,,,,,,,
20459,"[S]Length=10""",,,,,,,,,,,
20460,"[S]Length=10s""",,,,,,,,,,,
20461,"[S]Length=10s""",,,,,,,,,,,
20462,"[S]Length=10s""",,,,,,,,,,,
20463,"[S]Length=10s""",,,,,,,,,,,
20464,"[S]Length=10s""",,,,,,,,,,,
20465,"[S]Length=10""",,,,,,,,,,,
20466,"[S]Length=10""",,,,,,,,,,,
20467,"[S]Length=10""",,,,,,,,,,,
20468,"[S]Length=10""",,,,,,,,,,,
20469,"[S]Length=10""",,,,,,,,,,,
20470,"[S]Length=10""",,,,,,,,,,,
20471,"[S]Length=10""",,,,,,,,,,,
20472,"[S]Length=10""",,,,,,,,,,,
20473,"[S]Length=10""",,,,,,,,,,,
20474,"[S]Length=10""",,,,,,,,,,,
20475,"[S]Length=12""",,,,,,,,,,,
20476,"[S]Length=12""",,,,,,,,,,,
20477,"[S]Length=12""",,,,,,,,,,,
20478,"[S]Length=12""",,,,,,,,,,,
20479,"[S]Length=12""",,,,,,,,,,,
20480,"[S]Length=12""",,,,,,,,,,,
20481,"[S]Length=12""",,,,,,,,,,,
20482,"[S]Length=12""",,,,,,,,,,,
20483,"[S]Length=12""",,,,,,,,,,,
20484,"[S]Length=12""",,,,,,,,,,,
20485,"[S]Length=12""",,,,,,,,,,,
20486,"[S]Length=14""",,,,,,,,,,,
20487,"[S]Length=14""",,,,,,,,,,,
20488,"[S]Length=14""",,,,,,,,,,,
20489,"[S]Length=14""",,,,,,,,,,,
20490,"[S]Length=14""",,,,,,,,,,,
20491,"[S]Length=14""",,,,,,,,,,,
20492,"[S]Length=14""",,,,,,,,,,,
20493,"[S]Length=14""",,,,,,,,,,,
20494,"[S]Length=14""",,,,,,,,,,,
20495,"[S]Length=14""",,,,,,,,,,,
20496,"[S]Length=14""",,,,,,,,,,,
20497,"[S]Length=18""",,,,,,,,,,,
20498,"[S]Length=18""",,,,,,,,,,,
20499,"[S]Length=18""",,,,,,,,,,,
20500,"[S]Length=18""",,,,,,,,,,,
30197,"[S]Length=10""",,[ADD]10,,,Y,True,,,,,
30198,"[S]Length=12""",,[ADD]20,,,Y,True,,,,,
30199,"[S]Length=14""",,[ADD]30,,,Y,True,,,,,
30200,"[S]Length=18""",,[ADD]40,,,Y,True,,,,,
9314,"Janet Collection Futura Fiber Full Lace Wig Acacia","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",29.00,29.00,,True,True,,"Janet Collection  Janet Collection Futura Fiber Full Lace Wig Acacia",,/janet-collection-futura-fiber-full-lace-wig-acacia/,"Product Image URL: http://tophairwigs.com/product_images/j/874/acacia1__34882.jpg"
9315,"Janet Collection Premium Synthetic Hair Full Lace Wig Peggie","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",34.00,34.00,True,,True,,"Janet Collection  Janet Collection Premium Synthetic Hair Full Lace Wig Peggie",,/janet-collection-pRemyum-synthetic-hair-full-lace-wig-peggie/,"Product Image URL: http://tophairwigs.com/product_images/y/370/peggie1__76320.jpg"
9316,"Model Model Premium Synthetic Hair Lace Front Wig Fantasy","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",39.00,39.00,True,,True,,"Model Model  Model Model Premium Synthetic Hair Lace Front Wig Fantasy",,/model-model-premium-synthetic-hair-lace-front-wig-fantasy/,"Product Image URL: http://tophairwigs.com/product_images/b/797/MML19_Fantasy_300__18934.jpg"
9317,"Model Model Premium Synthetic Hair Lace Front Wig Obsess","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.99,34.99,True,,True,,"Model Model  Model Model Premium Synthetic Hair Lace Front Wig Obsess",,/model-model-pRemyum-synthetic-hair-lace-front-wig-obsess/,"Product Image URL: http://tophairwigs.com/product_images/x/852/OBSESS_300__48917.jpg"
9318,"Janet Collection Premium Synthetic Hair Full Lace Wig Venus","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",49.99,49.99,True,,True,"In Stock","Janet Collection  Janet Collection Premium Synthetic Hair Full Lace Wig Venus",,/janet-collection-premium-synthetic-hair-full-lace-wig-venus/,"Product Image URL: http://tophairwigs.com/product_images/r/865/venus1-tile__18053.jpg"
9320,"Janet Collection Synthetic Hair Full Lace Wig First lady","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",37.99,37.99,True,,True,,"Janet Collection  Janet Collection Synthetic Hair Full Lace Wig First lady",,/janet-collection-synthetic-hair-full-lace-wig-first-lady/,"Product Image URL: http://tophairwigs.com/product_images/n/750/frontlace_firstlady1-tile__18248.jpg"
9321,"Janet Collection Futura Fiber Full Lace Wig Aki ema","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",59.00,59.00,,True,True,,"Janet Collection  Janet Collection Futura Fiber Full Lace Wig Aki ema",,/janet-collection-futura-fiber-full-lace-wig-aki-ema/,"Product Image URL: http://tophairwigs.com/product_images/x/827/akiema1__05542.jpg"
30201,"[CS]Color=FS1B/27:149308.preview.jpg,Color=FS4/27/30:149312.preview.jpg,[S]2nd Color Choice=FS1B/27,2nd Color Choice=FS4/27/30",,[ADD]8,,,Y,True,,,,,
30202,"[CS]Color=FS1B/30:149309.preview.jpg,Color=FS1B/33:149310.preview.jpg,Color=FS4/30:149311.preview.jpg,[S]2nd Color Choice=FS1B/30,2nd Color Choice=FS1B/33,2nd Color Choice=FS4/30",,[ADD]5,,,Y,True,,,,,
9322,"Janet Collection Futura Fiber Lace Front Wig Ares","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",39.00,39.00,True,,True,,"Janet Collection  Janet Collection Futura Fiber Lace Front Wig Ares",,/janet-collection-futura-fiber-lace-front-wig-ares/,"Product Image URL: http://tophairwigs.com/product_images/f/471/ares1-tile__25122.jpg"
9323,"Model Model Premium Synthetic Hair(Futura) Lace Front Wig Essentic","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",37.00,37.00,True,,True,,"Model Model  Model Model Premium Synthetic Hair(Futura) Lace Front Wig Essentic",,/model-model-pRemyum-synthetic-hair-futura-lace-front-wig-essentic/,"Product Image URL: http://tophairwigs.com/product_images/o/766/Essentic_300__26849.jpg"
9324,"Janet Collection Futura Fiber Full Lace Wig Angelema","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs;Lace Wigs/Full Lace Wigs",59.00,59.00,,True,True,,"Janet Collection  Janet Collection Futura Fiber Full Lace Wig Angelema",,/janet-collection-futura-fiber-full-lace-wig-angelema/,"Product Image URL: http://tophairwigs.com/product_images/a/131/angelema1__84835.jpg"
30203,"[CS]Color=FS1B/27:149317.preview.jpg,Color=FS4/27/30:149320.preview.jpg,[S]2nd Color Choice=27,2nd Color Choice=FS 1B/27,2nd Color Choice=FS 4/27/30",,[ADD]8,,,Y,True,,,,,
30204,"[CS]Color=FS1B/30:149318.preview.jpg,Color=FS4/30:149319.preview.jpg,Color=F1010:149321.preview.jpg,Color=F2216:149322.preview.jpg,[S]2nd Color Choice=FS 1B/30,2nd Color Choice=FS 4/30,2nd Color Choice=F1010,2nd Color Choice=F2216",,[ADD]5,,,Y,True,,,,,
9325,"Magic Synthetic Hair Lace Front Wig ML 02","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.00,34.00,True,,True,," Magic Synthetic Hair Lace Front Wig ML 02",,/magic-synthetic-hair-lace-front-wig-ml-02/,"Product Image URL: http://tophairwigs.com/product_images/o/576/ml%2002__93952.jpg"
9326,"Magic Synthetic Hair Lace Front Wig ML 06","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.00,34.00,True,,True,," Magic Synthetic Hair Lace Front Wig ML 06",,/magic-synthetic-hair-lace-front-wig-ml-06/,"Product Image URL: http://tophairwigs.com/product_images/j/273/ml06__72559.gif"
9327,"Motown Tress Synthetic Hair Lace Front Wig LFES-02","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.00,34.00,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LFES-02",,/motown-tress-synthetic-hair-lace-front-wig-lfes-02/,"Product Image URL: http://tophairwigs.com/product_images/m/747/LFES-02__22515.jpg"
9328,"Motown Tress Synthetic Hair Lace Front Wig LF Lycra","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",39.00,39.00,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LF Lycra",,/motown-tress-synthetic-hair-lace-front-wig-lf-lycra/,"Product Image URL: http://tophairwigs.com/product_images/g/142/lycra0__17857.jpg"
9329,"Motown Tress Synthetic Hair Lace Front Wig LFE Dream","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",32.99,32.99,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LFE Dream",,/motown-tress-synthetic-hair-lace-front-wig-lfe-dream/,"Product Image URL: http://tophairwigs.com/product_images/b/798/LFE-DREAM__15442.jpg"
9330,"Ozone Synthetic Hair Lace Front Wig Lace 001","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",53.00,53.00,True,,True,," Ozone Synthetic Hair Lace Front Wig Lace 001",,/ozone-synthetic-hair-lace-front-wig-lace-001/,"Product Image URL: http://tophairwigs.com/product_images/k/702/laceoo1%201-horz__15398.jpg"
9331,"Outre Premium Synthetic Hair Lace Front Wig Daisy","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",33.00,33.00,True,,True,,"Outre  Outre Premium Synthetic Hair Lace Front Wig Daisy",,/outre-premium-synthetic-hair-lace-front-wig-daisy/,"Product Image URL: http://tophairwigs.com/product_images/t/646/daisy__15521.jpg"
9332,"Motown Tress Synthetic Hair Lace Front Wig LFE Oscar","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",39.00,39.00,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LFE Oscar",,/motown-tress-synthetic-hair-lace-front-wig-lfe-oscar/,"Product Image URL: http://tophairwigs.com/product_images/b/954/LFE-OSCAR__01613.jpg"
9333,"Vanessa Synthetic Hair Lace Front Wig Jeky","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",45.00,45.00,True,,True,,"Vanessa  Vanessa Synthetic Hair Lace Front Wig Jeky",,/vanessa-synthetic-hair-lace-front-wig-jeky/,"Product Image URL: http://tophairwigs.com/product_images/b/830/jeky__28915.jpg"
9334,"Motown Tress Synthetic Hair Lace Front Wig LFE Tulip","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",38.00,38.00,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LFE Tulip",,/motown-tress-synthetic-hair-lace-front-wig-lfe-tulip/,"Product Image URL: http://tophairwigs.com/product_images/i/539/LFE-TULIP__80450.jpg"
9335,"Vanessa Synthetic Hair Lace Front Wig Dozey","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",45.00,45.00,True,,True,,"Vanessa  Vanessa Synthetic Hair Lace Front Wig Dozey",,/vanessa-synthetic-hair-lace-front-wig-dozey/,"Product Image URL: http://tophairwigs.com/product_images/o/140/dozey__59414.jpg"
9336,"Zury Premium Synthetic Hair Lace Front Wig Nesley","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",34.00,34.00,True,,True,,"Zury  Zury Premium Synthetic Hair Lace Front Wig Nesley",,/zury-premium-synthetic-hair-lace-front-wig-nesley/,"Product Image URL: http://tophairwigs.com/product_images/p/565/SW%20LACE%20WIG%20NESLEY%28s%29__62529.jpg"
9337,"Zury Premium Synthetic Fiber Lace Front Wig Erika","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Premium Synthetic Fiber Lace Front Wig Erika",,/zury-premium-synthetic-fiber-lace-front-wig-erika/,"Product Image URL: http://tophairwigs.com/product_images/s/774/SW%20Lace%20WIG%20ERIKA__07605.jpg"
9338,"Motown Tress Synthetic Hair Lace Front Wig LF Terry","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",32.99,32.99,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LF Terry",,/motown-tress-synthetic-hair-lace-front-wig-lf-terry/,"Product Image URL: http://tophairwigs.com/product_images/j/740/Terry__37180.jpg"
9339,"Zury Premium Synthetic Hair Lace Front Wig Espresso","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Premium Synthetic Hair Lace Front Wig Espresso",,/zury-premium-synthetic-hair-lace-front-wig-espresso/,"Product Image URL: http://tophairwigs.com/product_images/u/764/SW%20LACE%20WIG%20Espresso%28s%29__56838.jpg"
9340,"Motown Tress Synthetic Hair Lace Front Wig LFE Aida","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",32.99,32.99,True,,True,,"Motown Tress  Motown Tress Synthetic Hair Lace Front Wig LFE Aida",,/motown-tress-synthetic-hair-lace-front-wig-lfe-aida/,"Product Image URL: http://tophairwigs.com/product_images/e/533/LFE-AIDA__68603.jpg"
9341,"Outre Premium Synthetic Hair Lace Front Wig Mina","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",29.99,29.99,True,,True,,"Outre  Outre Premium Synthetic Hair Lace Front Wig Mina",,/outre-pRemyum-synthetic-hair-lace-front-wig-mina/,"Product Image URL: http://tophairwigs.com/product_images/j/798/mina__55216.jpg"
9342,"Outre Premium Synthetic Hair Lace Front Wig Cindy","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",29.99,29.99,True,,True,,"Outre  Outre Premium Synthetic Hair Lace Front Wig Cindy",,/outre-pRemyum-synthetic-hair-lace-front-wig-cindy/,"Product Image URL: http://tophairwigs.com/product_images/u/833/cindy__50984.jpg"
9343,"Zury Premium Synthetic Fiber Lace Front Wig Kiss","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Premium Synthetic Fiber Lace Front Wig Kiss",,/zury-pRemyum-synthetic-fiber-lace-front-wig-kiss/,"Product Image URL: http://tophairwigs.com/product_images/m/988/SW%20LACE%20WIG%20KISS%28s%29__97699.jpg"
9344,"R & B Synthetic Hair Lace Front Wig Topaz","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",49.00,49.00,True,,True,," R & B Synthetic Hair Lace Front Wig Topaz",,/r-b-synthetic-hair-lace-front-wig-topaz/,"Product Image URL: http://tophairwigs.com/product_images/n/901/topaz__58192.jpg"
9345,"Zury Synthetic Fiber Lace Front Wig Hot","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Synthetic Fiber Lace Front Wig Hot",,/zury-synthetic-fiber-lace-front-wig-hot/,"Product Image URL: http://tophairwigs.com/product_images/z/564/SW%20LACE%20WIG%20HOT%28s%29__54817.jpg"
9346,"Zury Synthetic Hair Lace Front Wig Nicole","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",49.00,49.00,True,,True,,"Zury  Zury Synthetic Hair Lace Front Wig Nicole",,/zury-synthetic-hair-lace-front-wig-nicole/,"Product Image URL: http://tophairwigs.com/product_images/a/892/Nicole__28035.jpg"
9347,"Vanessa Synthetic Fiber Lace Front Wig Issy","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",38.00,38.00,True,,True,,"Vanessa  Vanessa Synthetic Fiber Lace Front Wig Issy",,/vanessa-synthetic-fiber-lace-front-wig-issy/,"Product Image URL: http://tophairwigs.com/product_images/r/589/issy__66079.gif"
9348,"Zury Premium Synthetic Hair Lace Front Wig Ciara","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Premium Synthetic Hair Lace Front Wig Ciara",,/zury-pRemyum-synthetic-hair-lace-front-wig-ciara/,"Product Image URL: http://tophairwigs.com/product_images/a/277/SW%20Lace%20WIG%20CIARA__85754.jpg"
9349,"Bohyme Gold Remy Human Hair Body Wave","Weaves/Remy Weaving Hair",109.00,109.00,True,,True,,"Bohyme  Bohyme Gold Remy Human Hair Body Wave",,/bohyme-gold-remy-human-hair-body-wave/,"Product Image URL: http://tophairwigs.com/product_images/u/860/bohymenew1__60428.jpg"
17080,"[S]Length=14"",[S]Color=1",,,,,,,,,,,
17081,"[S]Length=14"",[S]Color=1B",,,,,,,,,,,
17083,"[S]Length=14"",[S]Color=2",,,,,,,,,,,
17086,"[S]Length=14"",[S]Color=4",,,,,,,,,,,
17088,"[S]Length=18"",[S]Color=1",,,,,,,,,,,
17093,"[S]Length=18"",[S]Color=1B",,,,,,,,,,,
17101,"[S]Length=18"",[S]Color=2",,,,,,,,,,,
17110,"[S]Length=18"",[S]Color=4",,,,,,,,,,,
20456,,,,,,Y,True,,,,,
20458,,,,,,Y,True,,,,,
20461,,,,,,Y,True,,,,,
20464,,,,,,Y,True,,,,,
20467,,,[FIXED]139,,,Y,True,,,,,
20471,,,,,,Y,True,,,,,
20475,,,[FIXED]139,,,Y,True,,,,,
20479,,,,,,Y,True,,,,,
20485,,,[FIXED]139,,,Y,True,,,,,
20489,,,,,,Y,True,,,,,
20499,,,[FIXED]139,,,Y,True,,,,,
20507,,,,,,Y,True,,,,,
9350,"Bohyme Gold Remy Human Hair Soft Wave 18""","Weaves/Remy Weaving Hair",179.00,179.00,,True,True,,"Bohyme  Bohyme Gold Remy Human Hair Soft Wave 18""",,/bohyme-gold-remy-human-hair-soft-wave-18/,"Product Image URL: http://tophairwigs.com/product_images/o/249/003__62382.jpg|Product Image URL: http://tophairwigs.com/product_images/b/313/BohymeSOFTWave2__81037.jpg|Product Image URL: http://tophairwigs.com/product_images/j/877/003_1__95615.jpg"
30205,"[CS]Color=30:149328.preview.jpg,Color=1B/30:149329.preview.gif,[S]2nd Color Choice=30,2nd Color Choice=1B/30",,[ADD]5,,,Y,True,,,,,
30206,"[CS]Color=27:149327.preview.jpg,[S]2nd Color Choice=27",,[ADD]8,,,Y,True,,,,,
9351,"Lord & Cliff Art Remy Gold Yaky Weaving","Weaves/Remy Weaving Hair",59.00,59.00,True,,True,,"Lord & Cliff  Lord & Cliff Art Remy Gold Yaky Weaving",,/lord-cliff-art-remy-gold-yaky-weaving/,"Product Image URL: http://tophairwigs.com/product_images/y/669/LordCliffArt__39047.jpg"
20767,"[S]Length=10"",[S]Color=1 (Jet Black)",,,,,,,,,,,
20768,"[S]Length=10"",[S]Color=1B (Off Black)",,,,,,,,,,,
20769,"[S]Length=10"",[S]Color=2 (Dark Brown)",,,,,,,,,,,
20770,"[S]Length=10"",[S]Color=4 (Medium Brown)",,,,,,,,,,,
9352,"Zury Premium Synthetic Hair Lace Front Wig Lace long","Lace Wigs;Lace Wigs/Synthetic Hair Lace Wigs",44.00,44.00,True,,True,,"Zury  Zury Premium Synthetic Hair Lace Front Wig Lace long",,/zury-pRemyum-synthetic-hair-lace-front-wig-lace-long/,"Product Image URL: http://tophairwigs.com/product_images/i/876/SW%20Lace%20WIG%20Long__26975.jpg"
9353,"Ego Virgin Remy Human Hair Yaky Weave","Weaves/Remy Weaving Hair",19.00,19.00,True,,True,,"Model Model  Ego Virgin Remy Human Hair Yaky Weave",,/ego-virgin-remy-human-hair-yaky-weave/,"Product Image URL: http://tophairwigs.com/product_images/w/030/ego__89249.jpg"
17091,"[S]Length=10s EgoII"",[S]Color=1",,,,,,,,,,,
17095,"[S]Length=10s EgoII"",[S]Color=1B",,,,,,,,,,,
17102,"[S]Length=10s EgoII"",[S]Color=2",,,,,,,,,,,
17116,"[S]Length=10s EgoII"",[S]Color=4",,,,,,,,,,,
17128,"[S]Length=10s EgoII"",[S]Color=27",,,,,,,,,,,
17137,"[S]Length=10s EgoII"",[S]Color=30",,,,,,,,,,,
17149,"[S]Length=10s EgoII"",[S]Color=33",,,,,,,,,,,
17157,"[S]Length=10s EgoII"",[S]Color=P1B/27",,,,,,,,,,,
17168,"[S]Length=10s EgoII"",[S]Color=P1B/30",,,,,,,,,,,
17175,"[S]Length=10s EgoII"",[S]Color=P1B/33",,,,,,,,,,,
17182,"[S]Length=10s EgoII"",[S]Color=P4/30",,,,,,,,,,,
17189,"[S]Length=10"",[S]Color=1",,,,,,,,,,,
17195,"[S]Length=10"",[S]Color=4",,,,,,,,,,,
17198,"[S]Length=10"",[S]Color=1B",,,,,,,,,,,
17202,"[S]Length=10"",[S]Color=2",,,,,,,,,,,
17206,"[S]Length=10"",[S]Color=27",,,,,,,,,,,
17210,"[S]Length=10"",[S]Color=30",,,,,,,,,,,
17212,"[S]Length=10"",[S]Color=33",,,,,,,,,,,
17215,"[S]Length=10"",[S]Color=P1B/27",,,,,,,,,,,
17222,"[S]Length=10"",[S]Color=P1B/30",,,,,,,,,,,
17227,"[S]Length=10"",[S]Color=P1B/33",,,,,,,,,,,
17229,"[S]Length=10"",[S]Color=P4/30",,,,,,,,,,,
17232,"[S]Length=12"",[S]Color=1",,,,,,,,,,,
17234,"[S]Length=12"",[S]Color=1B",,,,,,,,,,,
17237,"[S]Length=12"",[S]Color=2",,,,,,,,,,,
17240,"[S]Length=12"",[S]Color=4",,,,,,,,,,,
17243,"[S]Length=12"",[S]Color=27",,,,,,,,,,,
17246,"[S]Length=12"",[S]Color=30",,,,,,,,,,,
17249,"[S]Length=12"",[S]Color=33",,,,,,,,,,,
17252,"[S]Length=12"",[S]Color=P1B/27",,,,,,,,,,,
17255,"[S]Length=12"",[S]Color=P1B/30",,,,,,,,,,,
17258,"[S]Length=12"",[S]Color=P1B/33",,,,,,,,,,,
17261,"[S]Length=12"",[S]Color=P4/30",,,,,,,,,,,
17263,"[S]Length=14"",[S]Color=1",,,,,,,,,,,
17265,"[S]Length=14"",[S]Color=1B",,,,,,,,,,,
17267,"[S]Length=14"",[S]Color=2",,,,,,,,,,,
17269,"[S]Length=14"",[S]Color=4",,,,,,,,,,,
17271,"[S]Length=14"",[S]Color=27",,,,,,,,,,,
17273,"[S]Length=14"",[S]Color=30",,,,,,,,,,,
17275,"[S]Length=14"",[S]Color=33",,,,,,,,,,,
17277,"[S]Length=14"",[S]Color=P1B/27",,,,,,,,,,,
17279,"[S]Length=14"",[S]Color=P1B/30",,,,,,,,,,,
17280,"[S]Length=14"",[S]Color=P1B/33",,,,,,,,,,,
17281,"[S]Length=14"",[S]Color=P4/30",,,,,,,,,,,
20470,,,[FIXED]29.99,,,Y,True,,,,,
20473,,,,,,Y,True,,,,,
20478,,,[FIXED]29.99,,,Y,True,,,,,
20480,,,,,,Y,True,,,,,
20487,,,[FIXED]29.99,,,Y,True,,,,,
20494,,,,,,Y,True,,,,,
20505,,,[FIXED]29.99,,,Y,True,,,,,
20512,,,,,,Y,True,,,,,
20521,,,[FIXED]49,,,Y,True,,,,,
20527,,,,,,Y,True,,,,,
20534,,,[FIXED]49,,,Y,True,,,,,
20545,,,,,,Y,True,,,,,
